src_port,dst_port,protocol,duration,pkt_count,total_bytes,mean_pkt_len,max_pkt_len,mean_iat,bytes_per_sec,label
3702,3702,17,0,1,829,829.0,829,0,0,0
443,40282,6,0,1,60,60.0,60,0,0,0
49238,5355,17,0.10088777542114258,2,158,79.0,79,0.10088777542114258,1566.0965794958809,0
5353,5353,17,0,1,160,160.0,160,0,0,0
55338,5355,17,0.09962058067321777,2,158,79.0,79,0.09962058067321777,1586.017657518805,0
443,52236,17,0.05837750434875488,11,5641,512.8181818181819,1292,0.005837750434875488,96629.68746145646,0
0,0,2,55.60804033279419,10,600,60.0,60,6.1786711480882435,10.789806589284842,0
57621,57621,17,0,1,86,86.0,86,0,0,0
0,0,2,0.0019714832305908203,2,120,60.0,60,0.0019714832305908203,60867.87761518926,0
57006,5355,17,0.09481000900268555,2,158,79.0,79,0.09481000900268555,1666.4907182481604,0
5222,63085,6,0.312514066696167,2,186,93.0,126,0.312514066696167,595.1732092137577,0
64275,5355,17,0.3765106201171875,2,158,79.0,79,0.3765106201171875,419.6428774062817,0
3702,3702,17,0,1,845,845.0,845,0,0,0
5050,5050,17,1.9212350845336914,2,148,74.0,74,1.9212350845336914,77.03377956785623,0
443,52582,6,0,1,66,66.0,66,0,0,0
55176,5355,17,0.19397401809692383,2,158,79.0,79,0.19397401809692383,814.5420791409882,0
54837,5355,17,0,1,79,79.0,79,0,0,0
51595,5355,17,0.09427738189697266,2,158,79.0,79,0.09427738189697266,1675.905681944627,0
55695,5355,17,0.09526753425598145,2,158,79.0,79,0.09526753425598145,1658.4873454944054,0
443,27289,6,0,1,60,60.0,60,0,0,0
34455,3702,17,32.18961954116821,7,4459,637.0,637,5.364936590194702,138.52291712541862,0
0,0,2,10.031805992126465,2,120,60.0,60,10.031805992126465,11.961953819101254,0
12223,12223,17,9.936522006988525,2,738,369.0,369,9.936522006988525,74.27146032393951,0
57764,5355,17,0.05737566947937012,2,158,79.0,79,0.05737566947937012,2753.780503717001,0
59103,5355,17,0.09207463264465332,2,158,79.0,79,0.09207463264465332,1715.999243893534,0
3702,3702,17,0.0008487701416015625,2,1674,837.0,845,0.0008487701416015625,1972265.4202247192,0
443,22785,6,0,1,66,66.0,66,0,0,0
3702,3702,17,0,1,845,845.0,845,0,0,0
5353,5353,17,0,1,119,119.0,119,0,0,0
12223,12223,17,10.155598163604736,3,1131,377.0,377,5.077799081802368,111.36714763422175,0
61880,5355,17,0.10281610488891602,2,158,79.0,79,0.10281610488891602,1536.7242337249154,0
54579,5355,17,0.320875883102417,2,158,79.0,79,0.320875883102417,492.4022287756966,0
3702,3702,17,0.0007443428039550781,2,1674,837.0,845,0.0007443428039550781,2248963.7719410635,0
63947,5355,17,0.19835400581359863,2,158,79.0,79,0.19835400581359863,796.5556296779762,0
5050,5050,17,74.43746709823608,30,8340,278.0,278,2.5668092102840028,112.0403517894234,0
5050,5050,17,9.961689710617065,3,858,286.0,286,4.980844855308533,86.12996639370854,0
5050,5050,17,2.0493710041046143,2,148,74.0,74,2.0493710041046143,72.21728018185868,0
49545,5355,17,0.20778560638427734,2,158,79.0,79,0.20778560638427734,760.3991573304448,0
55004,1900,17,0,1,143,143.0,143,0,0,0
5353,5353,17,0,1,770,770.0,770,0,0,0
3702,3702,17,0.0005674362182617188,2,1674,837.0,845,0.0005674362182617188,2950111.3008403364,0
5353,5353,17,0,1,84,84.0,84,0,0,0
63462,5355,17,0.08748674392700195,2,158,79.0,79,0.08748674392700195,1805.9878892262077,0
443,38705,6,0,1,66,66.0,66,0,0,0
3702,3702,17,0.0008356571197509766,2,1674,837.0,845,0.0008356571197509766,2003213.9503566334,0
0,0,2,9.527773141860962,2,120,60.0,60,9.527773141860962,12.594758314801945,0
5050,5050,17,2.0467145442962646,2,148,74.0,74,2.0467145442962646,72.31101201310308,0
61688,5353,17,2.3839287757873535,17,1567,92.17647058823529,101,0.1489955484867096,657.3182957122777,0
5050,5050,17,1.9549815654754639,2,148,74.0,74,1.9549815654754639,75.70403865368698,0
62548,5355,17,0.05939888954162598,2,158,79.0,79,0.05939888954162598,2659.9823872006164,0
1900,1900,17,0.002088308334350586,4,1615,403.75,444,0.0006961027781168619,773353.2321041215,0
3702,3702,17,0.0011386871337890625,2,1674,837.0,845,0.0011386871337890625,1470114.0904522613,0
0,0,2,0,1,60,60.0,60,0,0,0
62404,5355,17,0.10046076774597168,2,158,79.0,79,0.10046076774597168,1572.753260253036,0
